tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
116,AmazonHelp,False,2025-08-27,"That's not okay, I apologize. I've located order #873869166 - since it shows delivered but you don't have it, I'm filing a claim with the carrier. You'll see a resolution (refund or reship) within 48 hours. ^MT",,115
352,AmazonHelp,False,2025-05-14,Sorry about that! I've applied a courtesy credit for the promo discount that should've applied to #584779555. ^AG,,351
389,cust_20279,True,2025-09-21,"Two-factor code never comes through, been trying for 10 minutes",390,
334,AmazonHelp,False,2025-02-11,"I can see the duplicate charge on #173574218 - I've flagged it for our billing team, the extra charge will be reversed within 3-5 business days. ^KP",,333
296,AmazonHelp,False,2025-06-26,Sorry about that! I've applied a courtesy credit for the promo discount that should've applied to #235034324. ^AG,,295
443,cust_39470,True,2025-09-19,"Locked out of my account, password reset email never arrives smh",444,
404,AmazonHelp,False,2025-05-17,"For login issues, try requesting the reset from a private/incognito window first - if it still doesn't arrive, I'm escalating to our access team now. ^KP",,403
246,AmazonHelp,False,2025-01-16,Order #746412689 hasn't shipped yet so I've cancelled it and refunded the full amount - you'll see it within 3-5 business days. ^AG,,245
425,cust_25084,True,2025-01-20,"Two-factor code never comes through, been trying for 12 minutes",426,
52,AmazonHelp,False,2025-07-28,"I checked order #315984311 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,51
193,cust_51033,True,2025-07-28,"Refund for order #264109919 was approved but never hit my card, it's been 12 days 😡",194,
280,AmazonHelp,False,2025-06-21,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #384759615 still shows as charged after 3 days, let us know. ^KP",,279
490,AmazonHelp,False,2025-06-23,"Color availability varies by seller, best to check the listing's variant options directly. ^MT",,489
194,AmazonHelp,False,2025-07-23,No problem! I've started a return for the yoga mat on order #264109919 - prepaid label is on its way to your email. Refund posts once it's scanned at drop-off. ^MT,,193
452,AmazonHelp,False,2025-05-26,"Great question - the laptop stand comes with a standard 1-year warranty, details are on the product page. ^KP",,451
253,cust_93560,True,2025-07-21,"Refund for order #642621108 was approved but never hit my card, it's been 5 days",254,
212,AmazonHelp,False,2025-06-13,Order #269820594 hasn't shipped yet so I've cancelled it and refunded the full amount - you'll see it within 3-5 business days. ^AG,,211
453,cust_26631,True,2025-03-17,Is the yoga mat compatible with older models? smh,454,
517,cust_39135,True,2025-03-16,Does the backpack come in other colors?,518,
215,cust_97833,True,2025-09-12,Can I cancel order #990566476? Haven't shipped yet I think this is ridiculous,216,
376,AmazonHelp,False,2025-01-10,"For login issues, try requesting the reset from a private/incognito window first - if it still doesn't arrive, I'm escalating to our access team now. ^KP",,375
225,cust_72991,True,2025-06-27,Requested a refund for #584779555 7 days ago and still haven't seen the money back smh,226,
198,AmazonHelp,False,2025-02-26,"Sent a fresh return label for #709194872 to your email, this one's valid for 30 days. ^MT",,197
25,cust_80575,True,2025-04-21,"Hey AmazonHelp, when will order #537077308 actually ship? no updates on my end ??",26,
1,cust_36772,True,2025-06-17,Is order #553778756 lost? tracking page hasn't refreshed in 12 days this is ridiculous,2,
369,cust_95800,True,2025-06-18,"Two-factor code never comes through, been trying for 5 minutes pls help",370,
56,AmazonHelp,False,2025-04-12,Thanks for flagging this. Order #739830322 is delayed due to high demand but is confirmed to ship by tomorrow. We'll email tracking as soon as it moves. ^KP,,55
403,cust_73469,True,2025-02-21,"I think my account was hacked, orders I didn't place are showing up smh",404,
132,AmazonHelp,False,2025-03-12,"Ugh, that's frustrating. For the wrong item on order #610330567, I've started a free return label and a replacement order for the correct water bottle is going out today. ^AG",,131
530,AmazonHelp,False,2025-04-15,"Color availability varies by seller, best to check the listing's variant options directly. ^MT",,529
35,cust_90120,True,2025-02-24,"Hi, my order #933223566 hasn't shipped yet and it's been 3 days. Any update? pls help",36,
355,cust_49306,True,2025-07-15,"Charged for order #702632297 but I cancelled it, why do I still see the charge thanks",356,
128,AmazonHelp,False,2025-04-26,"That's not okay, I apologize. I've located order #782560971 - since it shows delivered but you don't have it, I'm filing a claim with the carrier. You'll see a resolution (refund or reship) within 48 hours. ^MT",,127
108,AmazonHelp,False,2025-03-19,"Ugh, that's frustrating. For the wrong item on order #795822698, I've started a free return label and a replacement order for the correct monitor is going out today. ^AG",,107
136,AmazonHelp,False,2025-01-28,"That's not okay, I apologize. I've located order #438715135 - since it shows delivered but you don't have it, I'm filing a claim with the carrier. You'll see a resolution (refund or reship) within 48 hours. ^MT",,135
6,AmazonHelp,False,2025-09-10,"Hi there, sorry for the wait! I've checked order #366186631 and it's currently at our fulfillment center, scheduled to ship within 24 hours. You'll get a tracking email once it's out. ^AG",,5
531,cust_60911,True,2025-06-15,What's the warranty on the office chair? pls help,532,
172,AmazonHelp,False,2025-02-20,"So sorry to hear that! For a damaged yoga mat on order #162795957, we can send a free replacement or full refund right away - which would you prefer? ^KP",,171
507,cust_67014,True,2025-03-17,Is the phone case compatible with older models? URGENT,508,
374,AmazonHelp,False,2025-09-24,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,373
328,AmazonHelp,False,2025-01-18,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #679064766 still shows as charged after 3 days, let us know. ^KP",,327
344,AmazonHelp,False,2025-03-17,"I understand the concern - I'm unable to view full card details here, but I've escalated this to our account security team who will investigate the charge on #918150683 and contact you directly. ^MT",,343
363,cust_61987,True,2025-04-27,"I think my account was hacked, orders I didn't place are showing up URGENT",364,
421,cust_73277,True,2025-02-19,My email got changed on the account without me doing it this is ridiculous,422,
46,AmazonHelp,False,2025-06-27,Thanks for flagging this. Order #133729406 is delayed due to high demand but is confirmed to ship by tomorrow. We'll email tracking as soon as it moves. ^KP,,45
494,AmazonHelp,False,2025-08-21,"Great question - the running shoes comes with a standard 1-year warranty, details are on the product page. ^KP",,493
454,AmazonHelp,False,2025-03-20,Glad you're loving it! Thanks for the kind words. ^AG,,453
520,AmazonHelp,False,2025-03-12,"Color availability varies by seller, best to check the listing's variant options directly. ^MT",,519
86,AmazonHelp,False,2025-04-13,"I checked order #732719211 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,85
164,AmazonHelp,False,2025-02-24,"So sorry to hear that! For a damaged blender on order #868820204, we can send a free replacement or full refund right away - which would you prefer? ^KP",,163
503,cust_50306,True,2025-02-16,What's the warranty on the yoga mat? thanks,504,
356,AmazonHelp,False,2025-09-25,Sorry about that! I've applied a courtesy credit for the promo discount that should've applied to #702632297. ^AG,,355
244,AmazonHelp,False,2025-05-16,"Sent a fresh return label for #830448745 to your email, this one's valid for 30 days. ^MT",,243
80,AmazonHelp,False,2025-04-21,"I checked order #698020238 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,79
340,AmazonHelp,False,2025-09-11,"I understand the concern - I'm unable to view full card details here, but I've escalated this to our account security team who will investigate the charge on #721890096 and contact you directly. ^MT",,339
145,cust_61717,True,2025-01-18,"Order #299528037 marked delivered 12 days ago in Portland but nothing here, this is the second time this is ridiculous",146,
509,cust_19789,True,2025-04-14,What's the warranty on the keyboard? 😡,510,
107,cust_36680,True,2025-05-27,"Order #795822698 marked delivered 5 days ago in Atlanta but nothing here, this is the second time 😡",108,
227,cust_67340,True,2025-02-17,Can I cancel order #184611066? Haven't shipped yet I think ??,228,
326,AmazonHelp,False,2025-03-14,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #647099690 still shows as charged after 3 days, let us know. ^KP",,325
187,cust_87743,True,2025-08-26,"Refund for order #299528037 was approved but never hit my card, it's been 2 days smh",188,
34,AmazonHelp,False,2025-04-19,"I checked order #329509408 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,33
401,cust_59903,True,2025-03-14,"I think my account was hacked, orders I didn't place are showing up ??",402,
2,AmazonHelp,False,2025-05-22,"I checked order #553778756 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,1
182,AmazonHelp,False,2025-03-10,Order #819595113 hasn't shipped yet so I've cancelled it and refunded the full amount - you'll see it within 3-5 business days. ^AG,,181
131,cust_70981,True,2025-05-27,"The water bottle I ordered (#610330567) showed up smashed, box was crushed",132,
302,AmazonHelp,False,2025-08-20,"I understand the concern - I'm unable to view full card details here, but I've escalated this to our account security team who will investigate the charge on #336456621 and contact you directly. ^MT",,301
315,cust_23178,True,2025-03-10,"I was charged twice for order #933223566, need one of these reversed ASAP this is ridiculous",316,
388,AmazonHelp,False,2025-04-28,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,387
180,AmazonHelp,False,2025-05-10,"That's not okay, I apologize. I've located order #103484630 - since it shows delivered but you don't have it, I'm filing a claim with the carrier. You'll see a resolution (refund or reship) within 48 hours. ^MT",,179
229,cust_20696,True,2025-06-17,"Return label for #193349856 expired before I could print it, can you resend pls help",230,
366,AmazonHelp,False,2025-08-20,"For login issues, try requesting the reset from a private/incognito window first - if it still doesn't arrive, I'm escalating to our access team now. ^KP",,365
179,cust_91490,True,2025-09-10,"Package #103484630 says delivered but I never got it, checked with neighbors too ??",180,
325,cust_21368,True,2025-07-13,"There's a charge on my card I don't recognize, possibly related to order #647099690?? this looks like fraud thanks",326,
499,cust_48219,True,2025-05-17,Does the yoga mat come in other colors?,500,
448,AmazonHelp,False,2025-02-17,"For login issues, try requesting the reset from a private/incognito window first - if it still doesn't arrive, I'm escalating to our access team now. ^KP",,447
162,AmazonHelp,False,2025-03-18,"So sorry to hear that! For a damaged running shoes on order #133729406, we can send a free replacement or full refund right away - which would you prefer? ^KP",,161
140,AmazonHelp,False,2025-08-11,"Ugh, that's frustrating. For the wrong item on order #366992705, I've started a free return label and a replacement order for the correct running shoes is going out today. ^AG",,139
331,cust_89395,True,2025-06-23,"There's a charge on my card I don't recognize, possibly related to order #103484630?? this looks like fraud",332,
310,AmazonHelp,False,2025-09-22,Sorry about that! I've applied a courtesy credit for the promo discount that should've applied to #711684318. ^AG,,309
